id,config.fold,config.n_max,config.l_max,config.n_pretrain,config.n_finetune,config.hidden_size,config.n_layers,config.dropout,config.pre_dropout,config.activation,config.optimizer,config.weight_decay,config.lr,config.structures_per_batch,config.pre_structures_per_batch,config.pre_lr,config.pre_weight_decay,config.all_data,results.fine_tune.local.mae.train,results.fine_tune.local.mae.val,results.fine_tune.local.mae.test,results.fine_tune.local.rmse.train,results.fine_tune.local.rmse.val,results.fine_tune.local.rmse.test,results.fine_tune.structure.mae.train,results.fine_tune.structure.mae.val,results.fine_tune.structure.mae.test,results.fine_tune.structure.rmse.train,results.fine_tune.structure.rmse.val,results.fine_tune.structure.rmse.test,metadata._time.start,metadata._time.end,metadata.search-mode
221122-132935-6491-meek-ring,8,8,8,-1,-1,55,3,0.0029585798816568,0.3399999999999999,CELU,Adam,1.3819612567338275e-05,0.0009186269540704,200,50,0.0115478198468945,0.0007742636826811,,0.291071528051195,0.2885373241562027,0.2952764667403272,0.3784842458431527,0.3754346142955806,0.3833940222986106,1.7823052330333975,2.7699522973242456,2.5027000142667903,2.3159541328955986,3.538456255967055,3.128486669962216,1669123775.649466,1669123837.440179,random
221122-133011-0868-rare-star,3,8,8,-1,-1,391,3,0.4674556213017751,0.344,CELU,Adam,0.0007516801086146,0.0007222710471031,200,50,0.0014855080171727,0.0197831888278416,,0.4587941562558071,0.4715996525443126,0.4406291508600711,0.5979171744130859,0.613527757317375,0.5747358446699508,2.449954753802835,3.008054706647968,2.9851264839315355,3.047775792024168,3.797952586185157,3.711426735945664,1669123811.087359,1669123958.016356,random
221122-133014-4346-pale-rock,4,8,8,-1,-1,391,3,0.4674556213017751,0.344,CELU,Adam,0.0007516801086146,0.0007222710471031,200,50,0.0014855080171727,0.0197831888278416,,0.4597157048963312,0.4640314329357163,0.4747646103137472,0.6013305374367235,0.6101448351780611,0.6202436196203563,2.4476845890260948,2.838887948294429,3.014299298188463,2.972752000939086,3.58890731784704,3.766182602240625,1669123814.448606,1669123998.355798,random
221122-133022-0532-worn-load,4,8,8,-1,-1,82,3,0.1952662721893491,0.36,CELU,Adam,0.0073751115763683,0.0007643179926026,200,50,0.0006978305848598,2.782559402207126e-06,,0.267919337062547,0.2678344475319653,0.2736230710121646,0.3472728179925518,0.3488898434989951,0.3548188682400864,1.4613982359280524,2.3092008635284524,2.2799697305998867,1.8848673686561424,3.036443076701316,2.951025437264643,1669123822.053662,1669124002.110313,random
221122-133037-4571-fair-case,9,8,8,-1,-1,55,3,0.0029585798816568,0.3399999999999999,CELU,Adam,1.3819612567338275e-05,0.0009186269540704,200,50,0.0115478198468945,0.0007742636826811,,0.2986469731520626,0.3006252866028523,0.2954153410227376,0.388959713989949,0.3919957197328103,0.3837370845419899,1.8246743911336425,2.638587052397427,2.742975454186821,2.377675289668433,3.3692808661005564,3.511034088419463,1669123837.457477,1669123896.975331,random
221122-133041-7283-kind-deal,4,8,8,-1,-1,391,3,0.4674556213017751,0.344,CELU,Adam,0.0007516801086146,0.0007222710471031,200,50,0.0014855080171727,0.0197831888278416,,0.4482177271185714,0.4542078948042227,0.4635899672167049,0.5873007583831116,0.5967771259411435,0.6069946353414706,1.304109527399719,2.6322965842474098,2.471640117749442,1.6924834693060589,3.276324012820208,3.297346779996373,1669123841.75204,1669124054.936817,random
221122-133110-1661-rosy-city,3,8,8,-1,-1,51,3,0.4615384615384615,0.24,CELU,Adam,3.935875227966554e-06,0.0008320221709323,200,50,0.0003651741272548,7.742636826811277e-06,,0.3247238813927398,0.3319514838475976,0.3142813098536814,0.4212721529646696,0.4304312323924281,0.4070011108942212,2.6422492883263544,3.2743229673010936,3.0354608634838853,3.3080609943906603,3.908483626417757,3.796832463649919,1669123870.166632,1669124050.873703,random
221122-133127-1584-cold-data,4,8,8,-1,-1,286,3,0.3136094674556213,0.424,CELU,Adam,4.9455531777176135e-06,0.0009584502877408,200,50,0.0006264335366568,0.0025550970903525,,0.4354604700399246,0.4380393241935736,0.4463044086622372,0.5765859392496946,0.5867306487417501,0.5885931406407087,1.9541942768552645,2.822901822396533,2.530689210187332,2.512006462172711,3.6492060257841694,3.13647295814472,1669123887.158937,1669124010.057005,random
221122-133138-8456-huge-pool,5,8,8,-1,-1,179,3,0.0828402366863905,0.304,CELU,Adam,0.0023545115567287,0.0005291074560361,200,50,0.00045315836376,0.0001185971012337,,0.2703114030215193,0.2766839516402984,0.2708279617326613,0.3520061359012102,0.3637224500286682,0.3528966479073373,1.8822251258111096,2.333658180765112,2.678539943224633,2.319737753763277,3.040935967061261,3.387250512372962,1669123898.846079,1669124031.245553,random
221122-133139-6196-rosy-slip,3,8,8,-1,-1,40,3,0.3461538461538461,0.42,CELU,Adam,0.0811130830789687,0.0006181900972203,200,50,0.0048696752516586,1.6681005372000591e-06,,0.307606009978618,0.3128931116117145,0.2983719484023165,0.3987699795905068,0.4057746988193169,0.3868517761835398,2.1747885591864766,2.9021975473034205,2.956408687260865,2.774658719277664,3.565010877202586,3.632049054262104,1669123899.620042,1669124033.590356,random
221122-133238-0232-wavy-gene,4,8,8,-1,-1,391,3,0.4674556213017751,0.344,CELU,Adam,0.0007516801086146,0.0007222710471031,200,50,0.0014855080171727,0.0197831888278416,,0.4635044282291033,0.4684283555139214,0.4782299634326541,0.6038468231043468,0.6115974993232438,0.6224523017600325,3.710350318069805,4.462461920859711,4.973641599168566,4.6531742157202185,5.507691945540917,6.012082309728434,1669123958.023809,1669124170.414112,random
221122-133306-1171-ugly-shot,3,8,8,-1,-1,96,3,0.272189349112426,0.08,CELU,Adam,0.0909238225994712,0.0009317140691367,200,50,0.0002942727176209,0.0278255940220712,,0.4220242176914438,0.4318152995604078,0.4103357194622286,0.546593506171452,0.5562007959253419,0.5318160701054658,2.21291453880671,2.839589394411363,3.080460982728411,2.847839266206196,3.559270616906179,3.9143317389943664,1669123986.117673,1669124116.961789,random
221122-133318-3937-twin-fill,5,8,8,-1,-1,391,3,0.4674556213017751,0.344,CELU,Adam,0.0007516801086146,0.0007222710471031,200,50,0.0014855080171727,0.0197831888278416,,0.4259405820876349,0.4313863757389885,0.4279597332900368,0.5482474778832653,0.5613027216650085,0.5544826365720221,3.0909213994157496,3.768680885601632,3.914161705823586,3.836436104539422,4.654494429975605,4.764292648319657,1669123998.394423,1669124115.424694,random
221122-133322-1167-able-fail,5,8,8,-1,-1,82,3,0.1952662721893491,0.36,CELU,Adam,0.0073751115763683,0.0007643179926026,200,50,0.0006978305848598,2.782559402207126e-06,,0.2840480611122543,0.2887007963340149,0.282441009839469,0.3676548217693015,0.3749553545217791,0.3664431743828125,1.2805959859017555,2.075080403959806,2.077292776083177,1.6191634263257009,2.658510614850639,2.6934413347018524,1669124002.117249,1669124192.477715,random
221122-133330-0627-same-goal,5,8,8,-1,-1,286,3,0.3136094674556213,0.424,CELU,Adam,4.9455531777176135e-06,0.0009584502877408,200,50,0.0006264335366568,0.0025550970903525,,0.4464936402014654,0.4535764833645357,0.4493890320738934,0.5912370206884059,0.6067005312892202,0.6009419111619629,1.3446755557489731,2.218026350697691,2.6054956004607703,1.723990835981075,2.829461578325415,3.331921796594348,1669124010.063158,1669124177.180214,random
221122-133351-2481-cold-tank,6,8,8,-1,-1,179,3,0.0828402366863905,0.304,CELU,Adam,0.0023545115567287,0.0005291074560361,200,50,0.00045315836376,0.0001185971012337,,0.2707609733921254,0.2754380336861047,0.2758287900171938,0.3512573964939698,0.3561031005529084,0.3604990443338002,1.6885741206152194,2.584278880156781,2.1622116665653683,2.1502846387910712,3.1859992793558938,2.8528542869689923,1669124031.248486,1669124142.195381,random
221122-133353-5972-bony-mode,4,8,8,-1,-1,40,3,0.3461538461538461,0.42,CELU,Adam,0.0811130830789687,0.0006181900972203,200,50,0.0048696752516586,1.6681005372000591e-06,,0.2679734937497928,0.2660689330153746,0.27474179949297,0.3490968823908195,0.3468422663175783,0.3582229788398718,2.220018819668286,2.677131361539551,2.992570885343328,2.799077788333661,3.518096852749311,3.61115326902228,1669124033.59776,1669124151.975218,random
221122-133410-8799-real-sale,4,8,8,-1,-1,51,3,0.4615384615384615,0.24,CELU,Adam,3.935875227966554e-06,0.0008320221709323,200,50,0.0003651741272548,7.742636826811277e-06,,0.3574705018506787,0.3603409192994604,0.3667676894904644,0.4656217263269607,0.4705575439730229,0.4778348802547748,2.1426609685532347,2.65508651625017,2.8389506267412687,2.731796754057124,3.4138291239252547,3.557396191462283,1669124050.880476,1669124228.304778,random
221122-133414-9466-dual-text,5,8,8,-1,-1,391,3,0.4674556213017751,0.344,CELU,Adam,0.0007516801086146,0.0007222710471031,200,50,0.0014855080171727,0.0197831888278416,,0.4332376740823624,0.4411253272376566,0.4362215297258148,0.5574198977988377,0.5729106407044445,0.5641549457536107,2.138661377847677,2.8505778098248955,3.1091820933560945,2.76334237463242,3.6911268515856417,3.942468000510601,1669124054.947377,1669124202.226937,random
