id,config.pre_lr,config.pre_weight_decay,config.pre_dropout,config.lr,config.weight_decay,config.dropout,config.hidden_size,results.fine_tune.local.mae.train.mean,results.fine_tune.local.mae.train.std,results.fine_tune.local.mae.val.mean,results.fine_tune.local.mae.val.std,results.fine_tune.local.mae.test.mean,results.fine_tune.local.mae.test.std,results.fine_tune.local.rmse.train.mean,results.fine_tune.local.rmse.train.std,results.fine_tune.local.rmse.val.mean,results.fine_tune.local.rmse.val.std,results.fine_tune.local.rmse.test.mean,results.fine_tune.local.rmse.test.std,results.fine_tune.structure.mae.train.mean,results.fine_tune.structure.mae.train.std,results.fine_tune.structure.mae.val.mean,results.fine_tune.structure.mae.val.std,results.fine_tune.structure.mae.test.mean,results.fine_tune.structure.mae.test.std,results.fine_tune.structure.rmse.train.mean,results.fine_tune.structure.rmse.train.std,results.fine_tune.structure.rmse.val.mean,results.fine_tune.structure.rmse.val.std,results.fine_tune.structure.rmse.test.mean,results.fine_tune.structure.rmse.test.std,metadata._time.start,metadata._time.end,metadata.search-mode
221122-141323-2273-taut-diet,0.0198095677855033,0.2555097090352507,0.044,0.0005366453256021,1.736478543872344e-05,0.3520710059171597,309,0.4834202148306945,0.0222734852671261,0.4846794170928828,0.023067132447119,0.4831429562150536,0.0244068946341682,0.6353009582396842,0.0334948452626085,0.6368314472505687,0.0339534354430525,0.6346652889377998,0.0358199907990232,1.7449286709829632,0.3658716287322593,2.5228417200818525,0.1598953760638869,2.675289960631809,0.1825318899457934,2.2283666358257497,0.4525161694543717,3.218706222566547,0.1670604241596206,3.348808452070167,0.2275732248521467,1669126403.229309,1669128268.82619,random
221122-141323-2390-vain-tone,0.0001382372227357,1.53174046370208e-05,0.384,0.000985953721748,0.0002399746070781,0.3550295857988165,855,0.4177039682335156,0.014998183704787,0.4173393348363116,0.013726259149355,0.4172232667548206,0.0154323463492188,0.5494430603229397,0.0218878038206073,0.548903810734774,0.0207180533811769,0.5488636369575534,0.023279091052815,1.7190911951199712,0.2060914238531582,2.60856289998739,0.1882934679624343,2.6697334481493056,0.2719747187009967,2.129539324403038,0.2211297021416412,3.295007104285015,0.2101691051901916,3.296741668949404,0.3305186182471898,1669126403.239766,1669129114.075182,random
221122-141323-2781-tart-stop,0.0305052789026702,0.0042621588290153,0.364,0.0006009455246123,0.4011490657756658,0.1627218934911242,578,0.5291910393033489,0.0509430836477724,0.5321731336716485,0.056319049160248,0.5286944617188409,0.0513697936999722,0.6984758775363389,0.0701923748369853,0.7041204790968514,0.0807466407679386,0.6999485768827401,0.0723545704988427,3.686843522685732,0.7136804014584137,4.067489270847605,0.5563009947074201,4.141318998158234,0.7142177393175773,4.570571217092959,0.9072503779845034,5.130545608526708,0.7144392366569291,5.208119325952303,1.016582932699068,1669126403.279919,1669128495.700039,random
221122-144426-3214-wavy-soft,0.0002371373705661,0.0004641588833612,0.4,0.0007429971445684,0.0001519911082952,0.1538461538461538,27,0.3306423619574837,0.0120711401785921,0.3314535132425341,0.0125410263086561,0.3313974141555821,0.0138904054317831,0.4276027529668028,0.0154471971789181,0.4280935223718423,0.0150910982062243,0.427877223182813,0.016976181338585,2.143128192331524,0.2582694823117811,2.7959630923867698,0.2493184562477165,2.828802409225728,0.230036210377417,2.7036230854505336,0.3135677529984413,3.5322535607514745,0.3056131910943953,3.5789250960474823,0.2786140336407222,1669128266.323883,1669131304.919172,random
221122-144426-3489-sore-oven,0.0013335214321633,2.1544346900318823e-05,0.12,0.0009057236642639,0.0018738174228603,0.2307692307692307,32,0.300671020810172,0.019062872559745,0.300727997124543,0.0191888023294993,0.3012831196918391,0.0194376300326289,0.3928843968833287,0.0250278239736521,0.3925732987562308,0.025465409984106,0.3934902700803903,0.0251317889404275,1.9460479035635565,0.2733200307167401,2.5337231652416614,0.2439165776100447,2.582920186179253,0.2041157396575906,2.4577685346078946,0.3111809617794067,3.2220309269046594,0.3123770458468812,3.2834592031067564,0.2721939232907689,1669128266.35045,1669130932.355997,random
221122-145404-3202-ripe-rise,0.0001382372227357,1.53174046370208e-05,0.384,0.000985953721748,0.0002399746070781,0.3550295857988165,855,0.4304646361859937,0.012571985510214,0.4308919111462541,0.0116183797991517,0.4302032617674788,0.0153829476011962,0.5680038069242282,0.015295426470917,0.568627896278775,0.0157511107872328,0.567580635285635,0.0197991687487018,1.905767845812391,0.3802863931715984,2.7316583871035496,0.3534142478154339,2.7778128322424456,0.3056120425140321,2.355199630243636,0.4123037491779188,3.397780905547831,0.4125690078294604,3.4587374361997454,0.3798509481290414,1669128844.321485,1669131673.322611,random
221122-145404-3263-busy-loan,0.0035226946514731,2.555097090352507e-05,0.324,0.0008680911066274,1.408511283939641e-06,0.2751479289940828,264,0.2702034310938691,0.0200181697269943,0.2697033371877175,0.0169746428503522,0.269826582926831,0.0203803310388709,0.3530275329619192,0.0263465225449283,0.3527678943968554,0.0222547004484861,0.352574524679428,0.0277548707689722,1.8683295364758288,0.381587168771046,2.553606328226377,0.2512941806237377,2.6135677953076537,0.2787708172932804,2.308475759025971,0.42274892691648,3.207524243642949,0.3137581486648256,3.2778639893985,0.2899471240670443,1669128844.32757,1669130205.616699,random
221122-145404-3621-neat-site,0.0074989420933245,0.0464158883361277,0.02,0.0008203353560076,0.0005336699231206,0.1923076923076923,30,0.458073249676699,0.0207846706857834,0.4580768012829443,0.0245547627050042,0.457431309797433,0.0224606725158101,0.5995663132572188,0.0263654912965641,0.5996805394485759,0.0308803374203513,0.598641222631649,0.0297656979451071,2.0904276544588987,0.1723929221629517,2.882873716998608,0.2949998437736698,2.896789702576151,0.1445703590813843,2.6556143743242666,0.2431361900940879,3.627575450655185,0.3294722402761547,3.634089209284848,0.1832108677951447,1669128844.363064,1669130897.533137,random
221122-145404-3758-oily-kick,0.0001382372227357,1.53174046370208e-05,0.384,0.000985953721748,0.0002399746070781,0.3550295857988165,855,0.4249762799467966,0.0119549280655911,0.4256879879253252,0.0151140058848504,0.4242434790917853,0.010424744033599,0.5606994266061698,0.018244734295641,0.5617966651994608,0.0231886263909364,0.5593273145744071,0.0160853535442294,1.7740411366623103,0.578974347681549,2.7107323114526007,0.4042141554249724,2.710904224675572,0.3765548500365506,2.140849877002034,0.5582320005457779,3.3958604647665163,0.4590653714353203,3.3837908758956607,0.3952471880002616,1669128844.376949,1669131761.742821,random
221122-145404-3915-damp-form,0.0054246909370113,0.0918254283565626,0.164,0.0009721047414289,0.0325384374993123,0.0857988165680473,495,0.4969504914354081,0.0216584053392098,0.4987750809466029,0.027327094490892,0.4965379962616049,0.023963948715463,0.6571774600248046,0.0371972046973365,0.6594018316827912,0.0440791766201312,0.6568778828063302,0.03868348875246,1.9536639389136568,0.5115785262464931,2.9293838566830974,0.3142185247493996,2.8649304306063152,0.2142757210625433,2.475036445329488,0.6260709655211038,3.670047727476452,0.4010730196816131,3.619954247340595,0.274247805381015,1669128844.392535,1669130637.014438,random
221122-145404-3959-good-type,0.0074989420933245,0.0464158883361277,0.02,0.0008203353560076,0.0005336699231206,0.1923076923076923,30,0.4720840664438789,0.0196940308127012,0.4726013754319312,0.0193219876649016,0.4727025892026388,0.0227890155046814,0.6173477983397421,0.0251569972439759,0.6177538598815164,0.0255489636758337,0.6176633127684092,0.0307487647720214,2.155049693703876,0.2321778107625333,2.904050631206475,0.2757911782145497,2.968386727697168,0.2122371354076176,2.7098300351877698,0.2509781922762187,3.651617865848456,0.3051527476345081,3.705151175749316,0.2230420513201743,1669128844.396845,1669130931.823592,random
221122-153508-3931-wary-pull,0.0031622776601683,0.0001,0.1,0.0005520447568369,3.5111917342151275e-06,0.0384615384615384,22,0.2480090956002069,0.0119486771521283,0.2480398768360835,0.0132147504687043,0.2488842677138003,0.0118338345100571,0.3219373154175102,0.0149888889774367,0.3225771212496651,0.0163827269635468,0.3224767737304779,0.0147608521628055,1.6449905260403472,0.1767700916973113,2.4937783558704183,0.1343142874062997,2.488982603657305,0.1887220576723518,2.097455522987942,0.2253393264110525,3.1355125209821155,0.1637170084251032,3.159997283965354,0.2407186195760657,1669131308.395037,1669134435.811333,random
221122-153508-3952-bare-tone,0.0339820832894255,1.1859710123376706e-06,0.204,0.0009449876283086,0.000670573336621,0.044378698224852,165,0.2960796965318204,0.0242390662561291,0.2955849318119239,0.0240312916219792,0.2952681711095816,0.0257368478818668,0.404299101456596,0.0319048558891469,0.4004920469234742,0.0315542471260902,0.3998346069609701,0.0336944433494713,1.9648807891137443,0.8961477544627128,3.4850523617549256,0.5206980048361607,3.51044973974154,0.6477516922787654,2.4746195907148394,1.089074788386336,4.378110385632981,0.6128332379534468,4.439516635262708,0.7263429556935298,1669131308.396253,1669134536.958049,random
221122-153508-3956-half-unit,0.000191095297497,5.994842503189409e-05,0.48,0.0007021231094858,1.5491113810120776e-05,0.4260355029585799,131,0.3239735625121347,0.0199493073156583,0.3255171511522669,0.0227153384515051,0.3243618660854511,0.0196714068853945,0.4184643042317326,0.0249947392064173,0.4200261688210291,0.0285371344334449,0.4186399607802619,0.0242862326159944,2.0917320839678952,0.3427420083285684,2.722206420095266,0.2618435245223555,2.7374724150625984,0.2638603858770512,2.63234312608214,0.4026981979710675,3.4180820310738844,0.2818814475458981,3.4807015833307053,0.3134703026660373,1669131308.397226,1669135678.961172,random
221122-153508-3960-fair-meet,0.0469758881670649,9.182542835656282e-06,0.444,0.0007974518891368,0.0026392929841415,0.0088757396449704,423,0.7960445189978465,0.2757329670441827,0.7895997489723257,0.2687574156726567,0.7908758732897136,0.2675863721280229,1.082516482476244,0.3748931091691303,1.0773488363271848,0.3646488786733537,1.0611010764626303,0.3577580310842845,2.4234399710576846,0.544328777161812,6.016032754474036,1.948726189141243,6.166991627415583,2.394114867494938,3.461530262282698,0.8990813310617775,7.870200726636942,2.741688567461628,7.941849004094449,3.2427923438502018,1669131308.397255,1669134847.483063,random
221122-153508-4293-calm-lady,0.0025482967479793,5.504789807854967e-06,0.024,0.0006449892134494,0.0290275189569174,0.1597633136094674,209,0.2954434350456338,0.0262384074389694,0.2957678490858455,0.0261915466801303,0.2957721498457443,0.0295065969418216,0.3907216852422803,0.0342954542087702,0.3909400332551884,0.0339872231125588,0.3913102647133394,0.0382226162002076,1.4272232811586634,0.4275107610684786,2.350632178078652,0.2186308038807503,2.404023389664355,0.3585921160689394,1.7757122425917164,0.4887545287517411,2.9345532481998835,0.2419878216535142,3.020701535000416,0.4124473246479991,1669131308.431611,1669133392.349112,random
221122-155047-8075-blue-sock,0.0649381631576211,3.5938136638046256e-05,0.06,0.000567886086046,0.0001703746429399,0.0798816568047337,65,0.3302766187244816,0.0982255590344952,0.3307115017972425,0.0964013957594681,0.3312613903889189,0.1025000688816116,0.4379646677653037,0.1280602269603481,0.4386862565172248,0.1252252316069914,0.4373661197919345,0.1331052028702853,4.63955708482506,1.25692299710833,5.21632448060606,1.2554148698910268,5.074777159967255,1.1498039868448449,5.614159206872438,1.4229606000807562,6.355813795150154,1.39773886700842,6.2503322258305785,1.347024474602001,1669132247.813188,1669134790.38,random
221122-155047-8710-sick-soup,0.0339820832894255,1.1859710123376706e-06,0.204,0.0009449876283086,0.000670573336621,0.044378698224852,165,0.3014094265973169,0.0214017232326608,0.301025722028244,0.0228196887085196,0.2993598029361163,0.0221072267603379,0.4092202154160785,0.0332786931080138,0.4070360299693494,0.0342200408186081,0.4032587095068002,0.0312410083106621,2.300676938168908,0.9973118134411456,3.703857674278656,0.6169849476688148,3.735268118353764,0.7881835307048553,2.8283029156487944,1.1377382104758371,4.642062460201677,0.6839027508452493,4.687430624699143,0.9032590669447854,1669132248.04813,1669134777.308965,random
221122-155132-5838-rare-camp,0.0031622776601683,0.0001,0.1,0.0005520447568369,3.5111917342151275e-06,0.0384615384615384,22,0.2398414684789548,0.0144690930028283,0.2405129746484364,0.0145264935800352,0.2407465571965465,0.0162448681061438,0.3126540538318368,0.0173036783473265,0.3141737703796647,0.0172821551815971,0.3142994548209173,0.0200610250303889,1.7947962299290836,0.2446835184878338,2.585745567365831,0.1098581787477597,2.6390858430697963,0.1362190217052697,2.278729731199559,0.3124781876685652,3.2757882206471765,0.1566804461555827,3.299697249889448,0.1624580914518921,1669132292.58573,1669133779.810467,random
221122-155137-8949-thin-trip,0.00086596432336,0.00016681005372,0.04,0.0006825372037979,0.2848035868435799,0.3846153846153846,44,0.3497980354736836,0.0300723199879979,0.3499393159496777,0.0274778585330091,0.3496634584913836,0.0288096295224126,0.4607566564617901,0.0393290880304383,0.4606488705643288,0.0351021517777674,0.4604466682923691,0.0375009799064165,2.4809949683562205,0.2757762424673481,2.8440210244411044,0.3055387759007095,2.8192159991355066,0.1734312366722239,3.1267349933578834,0.2921143916478424,3.5593682754792573,0.3417899344647673,3.564480631454608,0.1961616736595865,1669132297.89594,1669134109.613084,random
221122-155137-9005-drab-deal,0.0083536254695782,0.0001978318882784,0.244,0.000654177979374,0.0002140811910924,0.4289940828402366,362,0.3358928249456113,0.0313498217813847,0.3357909721808473,0.0271157610993934,0.3359258682588876,0.0308226589653216,0.4391572394557165,0.0432516352405166,0.4382332375564136,0.0364464494392903,0.4389951953153238,0.0418541690160144,1.731633437777677,0.3473323842717004,2.5924354527403284,0.2139405761109444,2.615923383492784,0.1295337664744613,2.192146369218014,0.4483654634889133,3.2850032263998754,0.2528602655299097,3.306940312635264,0.1506660744407284,1669132297.901347,1669133811.419994,random
221122-163357-3391-dear-bike,0.0004067944321083,0.4262158829015325,0.464,0.0006634976520136,1.5788726707083722e-06,0.2011834319526627,625,0.4785394978913458,0.0148912142411939,0.4799996064418119,0.0171058889968333,0.4783677145960034,0.0159830463440612,0.6202229577382196,0.0223000027885778,0.6218434133989739,0.0235005256974411,0.6198560653725097,0.0220516107248633,1.9422655787797027,0.4595865217318817,2.948306485518808,0.24028400444889,2.9934231368233646,0.237306846992485,2.4431720613762,0.5710988548866194,3.7405279744159694,0.2786821556181666,3.747027888180362,0.245658264117827,1669134837.339688,1669136527.878042,random
221122-163357-3671-firm-neck,0.0005623413251903,0.01,0.2,0.0006095068271022,1.2328467394420658e-05,0.0769230769230769,23,0.3548974598503736,0.0090895366797073,0.3553587555843076,0.010775890089115,0.3553320532502246,0.0113685990889987,0.4631406927009386,0.0120051146918635,0.4639611215477357,0.013037303922983,0.4638764348479776,0.0148455730291754,2.1693488783316948,0.2918871841248069,2.9701334259083803,0.2825332990831259,3.006440411359282,0.1670635747956508,2.753838493445825,0.3435273559013185,3.7222146962163,0.327619550948598,3.7707892322849537,0.2301659935930414,1669134837.367646,1669136828.427249,random
221122-163357-4019-limp-good,0.0022875732003183,0.0003300034791125,0.184,0.0008088126973372,1.946508024077004e-05,0.2781065088757396,731,0.3788131576008919,0.0336660389103646,0.3792666775292895,0.0301937485994486,0.3795940735745929,0.0338293135885847,0.4953938486514354,0.0467794819636265,0.4954489138887593,0.042052706199558,0.4960189291385878,0.0473353357276315,1.5736180659146914,0.2766296149121475,2.6336795033541702,0.2167649850191976,2.656712945327253,0.2168767308284067,2.005422066464994,0.3571654664984282,3.2964044832509574,0.2691996934176224,3.3415879439171503,0.2933948672610579,1669134837.403,1669136639.03258,random
221122-163357-4507-live-west,0.0093057204092969,1.2915496650148829e-05,0.18,0.0005216754654835,0.3192509743545061,0.3106508875739645,103,0.2238806003578942,0.0120933659906712,0.223964206236804,0.014389223831752,0.224002014461155,0.0101103910177064,0.2988068204395291,0.0153206150619997,0.298898332863519,0.01881121778732,0.2989640288477361,0.0126322731503884,2.130043977750417,0.0828579896752472,2.55065365412434,0.1880080738770277,2.589247012569283,0.1483994669561766,2.7108145759852675,0.1183706955323628,3.254316449784308,0.2769156676675608,3.2994659743019974,0.232234803949076,1669134837.452849,1669136117.49689,random
221122-163357-4549-sick-bear,0.0004067944321083,0.4262158829015325,0.464,0.0006634976520136,1.5788726707083722e-06,0.2011834319526627,625,0.47852729606241,0.0107871332168743,0.4808348192817398,0.015242027896266,0.4797967391125624,0.016427067993071,0.6202134907471841,0.0150376359551875,0.6222751855599971,0.0192830976547188,0.6211654036929384,0.0213081839934363,1.6416496030696546,0.3670717784389006,2.853416837501782,0.2001810626421533,2.9765567609658,0.1838255379027077,2.099985536541447,0.4888669187613424,3.615089988629234,0.2422671010412133,3.7670778662799487,0.2438074611224036,1669134837.455945,1669136879.695723,random
