id,config.kwargs.lr,config.kwargs.weight_decay,config.kwargs.dropout,config.kwargs.hidden_size,config.kwargs.n_layers,config.kwargs.activation,config.kwargs.structures_per_batch,results.local.mae.train.mean,results.local.mae.train.std,results.local.mae.val.mean,results.local.mae.val.std,results.local.mae.test.mean,results.local.mae.test.std,results.local.rmse.train.mean,results.local.rmse.train.std,results.local.rmse.val.mean,results.local.rmse.val.std,results.local.rmse.test.mean,results.local.rmse.test.std,results.structure.mae.train.mean,results.structure.mae.train.std,results.structure.mae.val.mean,results.structure.mae.val.std,results.structure.mae.test.mean,results.structure.mae.test.std,results.structure.rmse.train.mean,results.structure.rmse.train.std,results.structure.rmse.val.mean,results.structure.rmse.val.std,results.structure.rmse.test.mean,results.structure.rmse.test.std,metadata._time.start,metadata._time.end,metadata.search-mode
221025-141706-7941-puny-pain,0.0005232991146814,0.0118597101233766,0.404,13,2,,,0.4685959855693267,0.0092134276516606,0.4682721300658755,0.0119338000986488,0.4685091806027309,0.0115536560551841,0.6173319565090256,0.0130298215440959,0.6167704457215526,0.0164355545940574,0.6170786341078662,0.01547881837519,2.8870405825896017,0.4675173040115766,3.3209147765046003,0.3674604160085885,3.327851686875139,0.4560137089551607,3.617955488341159,0.6306344935274031,4.139928596890238,0.4167749295303008,4.199456104381223,0.6303254499611405,1666703826.914407,1666705520.603145,random
221025-141720-3294-cold-dust,0.0002206734069084,0.5994842503189409,0.104,150,2,,,0.5753179235993426,0.0242467604920377,0.5762959887039569,0.0272252100441513,0.5751899647677319,0.0235429344063278,0.7508138586966775,0.0319577323519602,0.7517484889946422,0.0342379004986895,0.7507106391951875,0.0321088408438832,2.5028859200919635,0.2359948589668946,3.141708402764392,0.2114273313518683,3.1814086306048184,0.3283177844463686,3.2009112442188288,0.3181002292004963,3.94368580692557,0.2104889203231935,3.976784863068784,0.3662431957003904,1666703840.370678,1666705583.920057,random
221025-141720-3305-fond-drop,0.0005829415347136,0.2555097090352507,0.044,8,2,,,0.5093409948074238,0.019784635237555,0.5101682378087227,0.0172060894934761,0.5092646279845313,0.0184785318228655,0.6695553633775104,0.0248209488812737,0.6706070108705733,0.0217462560381822,0.669552734917988,0.0226505646123507,2.6495968451477587,0.143347190335652,3.186440635370261,0.2187276688318665,3.127876177547797,0.1361948769370765,3.365519599137798,0.1788851500810362,3.9753282061784745,0.2371396729387467,3.9402046917249023,0.1802488494868482,1666703840.375193,1666705447.612241,random
221025-141720-3310-twin-wall,0.0001240937760751,5.994842503189409e-05,0.48,43,2,,,0.4799742136622283,0.0319796806558985,0.4800455823647114,0.0313297690645579,0.4795007721780847,0.0246266529580956,0.6316765895961448,0.0435776242515386,0.6314804950930761,0.0422106949215252,0.6312387622429133,0.0337139332021006,2.747630157019887,0.2603953787858649,3.171442930063756,0.4139105410288261,3.1833614267100723,0.3860500279535704,3.446999094606324,0.3042845033553198,3.93439591862978,0.4474304419687758,3.9758723927172377,0.4836197642430555,1666703840.37138,1666706549.567397,random
221025-141725-2636-twin-case,0.0001357727142105,0.1089022962263728,0.368,139,4,,,0.4400067199118435,0.0215441653196672,0.4400555865519419,0.0204908295137844,0.4398881132806475,0.0179171664975968,0.5730478955348547,0.0292503485876464,0.5722995476636508,0.0261742967836028,0.5728462183455693,0.0236592673518014,2.403642556218589,0.3284246562789721,3.01681011914084,0.4522465245246497,3.008614321122624,0.3749688533990902,3.016552511761204,0.4088339091883149,3.789451534096573,0.5270009628795636,3.7825226120828943,0.5216633374477213,1666703845.997083,1666706147.269489,random
221025-141731-9040-high-look,0.0003785515249258,0.0918254283565626,0.164,334,3,,,0.561045019761208,0.005935674366833,0.5618223435463986,0.0129398541405933,0.561365301817076,0.0076555403912681,0.7440248787117909,0.0089437573557916,0.7444880016429171,0.0195719906310923,0.7439371318663998,0.0118719967922678,1.4852418395692648,0.3392136889425513,2.7114292394900725,0.2974863019327897,2.700116332979637,0.2817047656847579,1.9171223514452715,0.4061479542113391,3.4567553388914503,0.3748729223078498,3.3988486551324,0.2837642729958374,1666703852.646935,1666705078.205121,random
221025-141737-3662-tidy-high,0.0003278121151393,2.555097090352507e-05,0.324,164,2,,,0.5342960333846233,0.0123018242235056,0.5347749737770181,0.0164607666554256,0.53426364482855,0.0085918534932376,0.7021330902238945,0.0151844630593679,0.702029060494233,0.020743605576387,0.7021929837282949,0.0116931269566192,1.6039617593046978,0.3078475488356786,2.6172045010701144,0.2395157335502834,2.624651412491345,0.2682144435801522,2.0307238600978934,0.3619960451695801,3.278427533699446,0.2684882600003775,3.305315049724008,0.3491312370000299,1666703857.390696,1666705592.526489,random
221025-141740-0048-smug-kiss,0.0004293510210083,5.0547968211912455e-05,0.468,259,4,,,0.5082247789623336,0.0110475865359825,0.5086859593065991,0.0127976040118247,0.5085366427957345,0.0170383175634608,0.6673612110725256,0.0139822417598109,0.6676065346964051,0.0159852460029666,0.6674163774207643,0.0200039744663842,3.242337587593763,0.3028252740465772,3.729849960277414,0.2650339611969182,3.7086309850148345,0.2795444715647402,3.849812095706637,0.314205799524873,4.499367195898853,0.2718659791133275,4.547976138077901,0.2950626856162586,1666703860.686502,1666704911.505653,random
221025-141742-8564-blue-pack,0.0005829415347136,0.2555097090352507,0.044,8,2,,,0.5127836446545977,0.0215530728062799,0.5132032216196875,0.0183803754078013,0.5134026076476343,0.0214801911312999,0.675149821621092,0.0275811922024896,0.6752470913796575,0.0210085036010815,0.6758328203557771,0.0254707865020191,2.6330385875623605,0.0471697837205759,3.0972181652988,0.2586974833939338,3.145735009105001,0.2211949479084747,3.3366016398749445,0.073930242651199,3.910227352571237,0.2772030345960902,3.941905330998393,0.291722154360776,1666703862.960991,1666705566.632999,random
221025-141744-2749-cool-lack,0.0006493816315762,0.0166810053720005,0.14,67,1,,,0.5856473357369228,0.0226273435052506,0.585850722582445,0.0228644837874262,0.5843855011014066,0.0195536115299006,0.7637841404244917,0.0293994092163337,0.7640088691484641,0.0285957323686216,0.7627185689739479,0.0233185585198784,2.0943064387511696,0.2335603346780256,3.1414802535339,0.1732908331924703,3.1633138223962205,0.2916501035970695,2.6914530457240584,0.2727757252593506,3.935675574213109,0.2456308000525807,3.959480832152358,0.3479024632928377,1666703864.462064,1666705416.861706,random
221025-141752-4143-dual-fill,0.0002371373705661,2.1544346900318823e-05,0.12,214,1,,,0.6147942770438857,0.0303629477293311,0.6150801449121541,0.0312797838555277,0.6147835431085752,0.0318375882200904,0.7994255733796498,0.0387765760525698,0.8003756536830713,0.0394199403092277,0.7994721623631188,0.0391565930357779,1.9324519496454104,0.2268071858813324,3.216608046325136,0.1898014990273595,3.2445887994948066,0.2723746073977702,2.517989614664954,0.2635745903818341,4.01767144128485,0.2220561758966821,4.073569216304842,0.3359717448090364,1666703872.466818,1666705157.67843,random
221025-141752-4591-blue-unit,0.0003718026663914,0.000391374560198,0.388,43,4,,,0.442829184247234,0.0146568601692004,0.4432140106874869,0.0176435851307517,0.4434424735950485,0.014644278585482,0.5783355367947084,0.0208424764254062,0.5782606297244592,0.0256299113017191,0.5787972365514218,0.021243633242962,2.9595375629438485,0.4216208473489187,3.461807244536203,0.5118193657965193,3.490806280375596,0.5388067131964629,3.709927234491559,0.5193731682495156,4.315107210162352,0.5843202519621024,4.372116415325728,0.6374221471796195,1666703872.505443,1666704843.953419,random
221025-141752-4767-tall-code,0.0003162277660168,0.0001,0.1,9,1,,,0.4812054997076408,0.0111466385717565,0.4817772157109461,0.0104301295552585,0.4805868156093006,0.0107638355430441,0.6327821460766059,0.0145341802944335,0.6334272358905774,0.0129596110197608,0.6320362585262073,0.0142680242951081,2.413009245340196,0.2046497088925887,3.079062243257174,0.2023635184552702,3.104913990754075,0.1389506297026607,3.0958446039987746,0.2528499056750547,3.89932087112872,0.2588555067659265,3.923097882189889,0.2213093215781456,1666703872.518624,1666705976.564105,random
221025-141752-4776-rosy-hall,0.000191095297497,2.782559402207126e-06,0.36,73,2,,,0.4677014771052433,0.0169666755111165,0.4676866969766079,0.0188954453536515,0.4671996213579351,0.0154261177300496,0.612552317208898,0.0238957640284902,0.6126169179218584,0.0257689398801886,0.612113562892218,0.021371966390344,2.062135903991421,0.2144479763491425,2.7860075207608426,0.3051353277777511,2.878242490887499,0.3489352745442475,2.6356719831235,0.2676433285795564,3.50687505273022,0.3451110822638055,3.5806943029418705,0.4196360318846737,1666703872.528319,1666705990.024591,random
221025-141752-5414-neat-slip,0.000117574326592,3.913745601980384e-06,0.288,23,4,,,0.4806635999152809,0.0212938452859575,0.4815344403173288,0.0212291985453178,0.480368585521007,0.017131710999395,0.6330150861176613,0.028883235507524,0.6340552840365773,0.0286844388527325,0.632522437185133,0.0222583261485921,3.443291427231963,0.2230451646111486,3.788372810536971,0.422280083659333,3.7432135641339697,0.4199915864686915,4.235093826631467,0.2547878879067542,4.686648477707295,0.4992968001038433,4.643396948058301,0.439065838349376,1666703872.595951,1666705174.416508,random
221025-141754-7480-tame-bear,0.0002128751661796,4.262158829015325e-05,0.264,9,3,,,0.4762309726156373,0.0218848905998029,0.4766016673293188,0.0179064320208724,0.4762201687828686,0.0219855284954063,0.6280825391846492,0.029126220191263,0.6283048009957544,0.026640342093949,0.6280897362995075,0.0305068482214405,3.1867523952817693,0.3448827781007897,3.5348096988428708,0.4899556814419467,3.572596074177432,0.5634898708367054,3.937304597810897,0.3793371899477928,4.373901874860451,0.5936504481445436,4.434811410720174,0.6580345912505008,1666703874.755476,1666705503.885059,random
221025-141756-9542-cool-bank,0.0001945640061588,0.0001058501208088,0.232,166,4,,,0.4919114404409588,0.0070081117081184,0.4922832276604863,0.010632451523878,0.4922605456524803,0.0119051469935536,0.6434988314027852,0.0090353821459607,0.6440640703614641,0.0148386421972106,0.6439511608279395,0.0146319453874216,2.073110149500274,0.2114310129531764,2.875098812162708,0.3272077467821678,2.825642510949846,0.2307245051719959,2.5989838449733864,0.2482670728215444,3.609614591871983,0.4208668548812412,3.5543649690676773,0.3138404270441464,1666703876.966447,1666705371.522409,random
221025-141759-9661-firm-sink,0.0008976871324473,0.0330003479112528,0.284,196,3,,,0.5336434671126769,0.0064207502600556,0.5340877242761892,0.0125420906025441,0.5334214499502278,0.0118307684530913,0.7061445796617509,0.0073038522742453,0.7064811202988457,0.0177107302491942,0.7055578944983855,0.0180960801845588,1.9155489063324875,0.8410219247642458,2.908875798851837,0.6803680802770226,2.934340427099541,0.6283594876757251,2.355449701704041,0.8657806928594539,3.5874699285845777,0.7446906744998021,3.6403807947456337,0.7075767220738823,1666703879.999273,1666704776.895412,random
221025-141800-8966-sore-wood,0.000145902421563,4.913127387829667e-06,0.432,8,4,,,0.5227475083296409,0.0363827614605256,0.5238658217114093,0.040894084916637,0.5221639992162503,0.0369042291721201,0.6941482456464337,0.0490109910623049,0.6950937489920948,0.0551370116549088,0.6936151751743763,0.0500291034619547,5.877639009538067,1.1739870904270762,6.157210882114764,1.68831028279247,6.160803817407958,1.3539276459426286,7.100861272019744,1.5541845829701717,7.436827803349812,2.0959947810368456,7.433045978663069,1.74765716627346,1666703880.89853,1666705570.633388,random
221025-141802-8449-back-exam,0.0003718026663914,0.000391374560198,0.388,43,4,,,0.4472423952646048,0.0117204240737797,0.447722180620156,0.0147112075902122,0.4474318950952082,0.0116872963546766,0.584969026881111,0.017197677052961,0.5852958404862392,0.021990980044783,0.5851865132842845,0.018902613240159,3.274155919960312,0.3937560841246909,3.7267131528234,0.6086561478742404,3.7058326782288864,0.4721591836025309,4.046504781464837,0.428877428671176,4.5850927760166025,0.66838146530457,4.6114374938958616,0.5520247473221134,1666703882.857785,1666704988.908227,random
221025-141811-7833-limp-spot,0.0002641648320386,1.4065272421052364e-06,0.408,116,3,,,0.4762186418200597,0.0155259726498479,0.4763753317634651,0.0190190789958052,0.4758709970419,0.0106430808199896,0.622796215730048,0.0212564061753643,0.6224252647346458,0.0248776306760312,0.6223198426041903,0.0135017828682576,2.441876118769561,0.2406668040907801,3.0269245251579893,0.3434085431733982,3.041242404201974,0.2848369921131456,3.0780991397754605,0.2832907406187374,3.792064009317618,0.3957203816295085,3.83108136879111,0.3292720536841786,1666703891.794356,1666705115.553077,random
221025-141811-7835-live-wave,0.0002053525026457,0.00016681005372,0.04,36,1,,,0.5746426481299919,0.0306768404435255,0.5752437598179087,0.0303434198631659,0.5741870871913706,0.0282667746204284,0.7473671237098608,0.0390792993273011,0.7480781676616355,0.037482791161185,0.7471312040866481,0.0349879593438114,2.090755573306832,0.2531883779290708,3.2225588030279524,0.245102251267311,3.294767895712696,0.2726568174359176,2.717976294859004,0.301476604875908,4.054300015177484,0.2970267847781908,4.131888621709464,0.3301114029328469,1666703891.793784,1666705795.532257,random
221025-141813-3040-tall-cell,0.000245824406892,0.0197831888278416,0.344,51,3,,,0.448446055260932,0.0220562994550897,0.4490380956617533,0.023251714230781,0.4483139300884856,0.0207598219560484,0.585737389493281,0.0311906207683895,0.5862589385781285,0.0329872792978919,0.5855099488237939,0.0285916966352972,2.390693798015066,0.3880434425832651,2.9841527023508028,0.4589428292871193,3.034591869060457,0.4491554787442276,3.002714475311634,0.4548921690443401,3.7642116733527775,0.5376116333578728,3.787023271066919,0.4903914187853568,1666703893.309026,1666705650.08787,random
221025-141813-3041-vast-nail,0.0005623413251903,4.641588833612782e-06,0.3,33,1,,,0.4947924506553767,0.0216523010174246,0.4949152832718012,0.017725445787705,0.4942519220582477,0.0220459201178032,0.6495455074707406,0.0281455308467156,0.6494898060243919,0.0242151612557673,0.6488271569524376,0.0292906550456414,2.206781277752312,0.2223937663429873,2.976850982400802,0.3219521328410626,2.8776212937503263,0.2213081678428873,2.865876065880685,0.2769120869725501,3.753642042332195,0.4085890665028602,3.673945857812469,0.3028371818365378,1666703893.308876,1666706095.041963,random
221025-141813-6675-tiny-sail,0.0001539926526059,7.742636826811277e-06,0.24,125,1,,,0.5743542223030429,0.0241631504604331,0.5748410759033622,0.0219440497250087,0.5740058606595584,0.0207710933656739,0.7500241122888239,0.0325726780822128,0.7508196379353658,0.0287515046686949,0.7496044109663347,0.0269885935949996,2.2368708477355224,0.189820321606117,3.199614244012261,0.2673982449050505,3.1626347871576628,0.2799589592777909,2.9414794649385247,0.2345941320215379,4.031617210462791,0.3505207208945733,3.995040698688228,0.3448443244033245,1666703893.669469,1666705952.178699,random
221025-141813-7385-tame-exam,0.0001074607828321,0.0035938136638046,0.16,21,2,,,0.4766870743465189,0.0152614297557106,0.4762803881026449,0.0143090434776999,0.4766056873150206,0.0164625947224439,0.6244324726959543,0.0209197781758632,0.6236603848712015,0.0208329227563727,0.6248077174966528,0.0230282279091091,2.305793662791964,0.1723038636729634,2.9002814842415914,0.2568523009064797,2.9495476202464856,0.3412279077906569,2.9302018926763647,0.2321659367545716,3.682522386090979,0.329197986010433,3.710001645017864,0.3897074317972573,1666703894.402835,1666706822.3231,random
221025-141814-3305-rosy-walk,0.0003995420558949,0.2280471722146732,0.452,181,5,,,0.4767050818033176,0.0141637941703672,0.4770448609662864,0.0181385286169061,0.4769730643682649,0.0203569774841449,0.6230991236982152,0.0176556714154687,0.623361032899012,0.0230859660395654,0.6232698509146313,0.0267846479179785,2.434402215381888,0.5375886179703351,3.037165880994035,0.6029571066787612,3.0302143851367367,0.3846907219004188,3.060565132241886,0.6386420281260354,3.802896569043895,0.664559398425116,3.82020125568002,0.4756700593100252,1666703897.223465,1666705593.890802,random
221025-141840-4268-kind-load,0.0001094113810577,0.8431909292866251,0.032,47,4,,,0.5099697687490541,0.0170782883357349,0.5107141322525441,0.0152073659227792,0.5094267317951869,0.0152663561356756,0.6690707228386755,0.0222250020571138,0.6700872201021575,0.0184459059790964,0.6684755639902809,0.0193870186249384,2.6965728118542525,0.0729965975534545,3.2475820458046103,0.2480219998962049,3.2085763860541605,0.1678103507893255,3.448881577048465,0.0898681716054595,4.1325175547432655,0.2641275385791777,4.089884755792553,0.1904089845207177,1666703920.427911,1666705379.590316,random
221025-141843-5992-fake-neck,0.0004958068241684,0.1816599788375325,0.212,7,4,,,0.4734523523283068,0.0194060029736056,0.4738530909794786,0.0194036879720105,0.4736523300020357,0.0184446406639765,0.6261502360440195,0.0253517623870098,0.6265311257339474,0.025402177000178,0.6265015113266443,0.0232968364973344,3.3860390708480623,0.2239812910947792,3.751058793110458,0.4212002554603371,3.671794941433904,0.4470897307646557,4.185877304241648,0.2846171216499353,4.679244186008781,0.4406054277436,4.645193180583855,0.6071634631826122,1666703923.631878,1666705569.709052,random
221025-141909-9642-drab-rice,0.000145902421563,4.913127387829667e-06,0.432,8,4,,,0.5244785549713773,0.025902855011836,0.5244748857287295,0.030276486335642,0.5246028884829592,0.0265132161812982,0.696843950092547,0.0345017897035245,0.6964381917856555,0.0417551915884037,0.6974037501782843,0.0352051661912042,5.888982699709194,0.8237086932992967,6.1083934518772125,1.0268828437244155,6.18142537232917,1.0422675433011483,7.04095203314089,1.041879370166321,7.398903685985985,1.2268353805640364,7.48793439937332,1.3745563391524571,1666703949.967307,1666705726.273593,random
221025-141909-9642-firm-wave,0.0001154781984689,0.2154434690031882,0.32,10,1,,,0.5213614308898857,0.0163494533509512,0.5219050720645457,0.0180546870199687,0.5208856064484861,0.01032668767099,0.6892909009367199,0.0211683289784869,0.6897483155304132,0.0234524887974759,0.688261990448964,0.0133066755744702,3.1938767549969227,0.1010337020211861,3.530538455231123,0.2245336826925163,3.5595629738463708,0.2143237014041188,4.064185439784389,0.1395204922885171,4.467006222029861,0.2536062686019413,4.506460260331609,0.2602134239152727,1666703949.965662,1666706948.946079,random
221025-141909-9647-ajar-sing,0.0004067944321083,6.528521141127848e-06,0.228,10,3,,,0.4498246234979041,0.0189331285016738,0.4501312533218938,0.0191877927089813,0.4498220002276472,0.019382385199268,0.5917732083217466,0.0261372325413292,0.5916716013119909,0.0286258550003914,0.5917531889303802,0.0277245818262957,2.7754065889923747,0.1204582380709827,3.2044340366143707,0.2475043635427376,3.239584933209026,0.2875864063619887,3.483152704948828,0.154077707909878,4.0063669044299175,0.269516994539233,4.069862960109477,0.3898296507991795,1666703949.966991,1666706268.902198,random
221025-141909-9692-drab-host,0.0003924189758484,0.0059948425031894,0.004,80,2,,,0.586003004103867,0.0159282324554293,0.5860184461099663,0.0106604202516988,0.5864175302250476,0.0159983532562747,0.7573237817019931,0.0207107888558774,0.7573879015385461,0.0140030498149794,0.7591415867131278,0.0210651096955616,1.448272616464445,0.3969785482645954,3.120938556113612,0.3006297176775051,3.143162045184719,0.3010913810405658,1.894189675847335,0.5349851925697591,3.9074298186251553,0.3701689499809856,3.967564166413193,0.3897525104546491,1666703950.18751,1666705198.090997,random
221025-141909-9724-meek-sick,0.0002371373705661,2.1544346900318823e-05,0.12,214,1,,,0.6037218235915389,0.0217209543062834,0.6042433344287909,0.0235290408324966,0.6041734899665212,0.0234655140372162,0.7852734216701465,0.0271100950786555,0.7858961201742977,0.0286775599099463,0.7863886854147321,0.0284668758174949,2.150692999883762,0.3527877782523457,3.3973966084024574,0.2983911070091988,3.3244491567669483,0.2708987802972937,2.791201949042229,0.402447386818957,4.263816349400155,0.3326977193395881,4.205698569481514,0.3326453471534314,1666703950.180771,1666705636.30193,random
221025-141924-7160-left-town,0.000198095677855,0.1531740463702076,0.008,9,3,,,0.4599016059104844,0.0281172454403034,0.4596541149104798,0.0285826511666768,0.4605067867877608,0.0312728625335978,0.602330337082293,0.0352565689316698,0.6018635166882488,0.0363712215436239,0.6028428214893091,0.0414208357227418,2.272809793085892,0.1009137572605041,3.002455501659468,0.2350809472634341,3.0077711297355174,0.1800585817695111,2.898354449816789,0.1282764403197815,3.7905494520009335,0.2826714581024917,3.8005719472686414,0.1983214961633499,1666703964.726181,1666706283.780601,random
221025-141924-7161-wavy-mall,0.0003995420558949,0.2280471722146732,0.452,181,5,,,0.4779488991552513,0.0096637213540628,0.4784710816721243,0.0109335141089734,0.4782869529235583,0.0143843560793111,0.6260001393127357,0.0125294411610535,0.6265369724268084,0.0138664757874779,0.626181293941123,0.0197070849210389,2.246534518181952,0.2800304037620464,2.783550507374124,0.2683066385895404,2.788843687122842,0.2762703113602811,2.845746458759624,0.3413046992846913,3.516829977521857,0.3310708933310621,3.5437972806165576,0.3206411974123829,1666703964.727255,1666705556.700474,random
221025-141924-7164-ripe-sink,0.0001018151721718,0.0002346228848142,0.448,11,4,,,0.5229615243485015,0.0304045306821826,0.5238777665521448,0.034137993517662,0.523036586710627,0.0269157684760976,0.6939868450317291,0.0415399167381164,0.6949766719067195,0.0470270613859389,0.6942182686927887,0.0370609769376366,5.6780008447612405,1.082317110961289,5.97028677022068,1.4111681236171325,5.93590307681416,1.1752990644939023,6.846835550663846,1.3655094092431252,7.217339648296405,1.692874206954896,7.161205122204942,1.4060319323835146,1666703964.727335,1666706086.20386,random
221025-141924-7172-fair-item,0.0001036632928437,0.0550478980785496,0.224,87,2,,,0.4975960240141669,0.0234249184754557,0.4980726531655164,0.0226156821993128,0.4975818327533622,0.020859833808078,0.6490753166229255,0.0308011812959851,0.6495549115343544,0.0276464132221808,0.64903466356519,0.0265967524226988,1.941312225212628,0.2087127285403762,2.812578874195572,0.2639364899609478,2.8168480288059707,0.2275582560761117,2.49110097189202,0.2657719954079479,3.515226361327555,0.2974356226218779,3.5342226977747515,0.2886355795472117,1666703964.72722,1666707396.112232,random
