id,config.fold,config.n_max,config.l_max,config.n_train,config.hidden_size,config.n_layers,config.dropout,config.pre_dropout,config.activation,config.optimizer,config.weight_decay,config.lr,config.structures_per_batch,config.pre_structures_per_batch,config.pre_lr,config.pre_weight_decay,config.pre_epochs,results.pretrain.local.mae.train,results.pretrain.local.mae.val,results.pretrain.local.mae.test,results.pretrain.local.rmse.train,results.pretrain.local.rmse.val,results.pretrain.local.rmse.test,results.pretrain.structure.mae.train,results.pretrain.structure.mae.val,results.pretrain.structure.mae.test,results.pretrain.structure.rmse.train,results.pretrain.structure.rmse.val,results.pretrain.structure.rmse.test,results.fine_tune.local.mae.train,results.fine_tune.local.mae.val,results.fine_tune.local.mae.test,results.fine_tune.local.rmse.train,results.fine_tune.local.rmse.val,results.fine_tune.local.rmse.test,results.fine_tune.structure.mae.train,results.fine_tune.structure.mae.val,results.fine_tune.structure.mae.test,results.fine_tune.structure.rmse.train,results.fine_tune.structure.rmse.val,results.fine_tune.structure.rmse.test,metadata._time.start,metadata._time.end,metadata.search-mode
221026-075849-2168-bold-land,1,8,8,-1,25,2,0.0899653979238754,0.08,CELU,AdamW,0.0018461721249909,0.0008866559335147,400,400,0.0002942727176209,0.0278255940220712,79,0.2243200573563868,0.2291622291793206,0.2172516690487204,0.3096456798415079,0.3178131565511305,0.2948708724897405,5.530498678197905,5.283958408101519,5.249823693493454,7.59739115558968,7.390151538054248,6.992550822238848,0.3879570408861159,0.387192491670012,0.3790084435322394,0.5091859971096336,0.5105111018657509,0.4957412894866472,1.6836779693743464,2.587131134692698,2.9669266386822164,2.133809257392297,3.223354123354863,3.861035959484448,1666767529.217293,1666767706.061434,random
221026-075853-3125-even-game,1,8,8,-1,539,2,0.4705882352941176,0.16,CELU,AdamW,2.630984825163553e-05,0.0006891117764124,400,400,0.0001240937760751,0.0035938136638046,21,0.2707857406770446,0.2744462888084424,0.265048222035578,0.3647739701027387,0.3712610391114175,0.3519755916224301,6.935680771210785,6.414343355543241,6.299372076855813,9.698965857960564,9.18958201313202,8.58313305417477,0.5437578529102788,0.5454244531107405,0.529473886684701,0.7199784711433713,0.7217539948520924,0.697623756475312,2.236360935403014,3.125451397296083,3.380758123697229,2.863709981669655,3.9817180091613618,4.467069662792089,1666767533.312949,1666767638.008747,random
221026-075900-4860-bold-hair,1,8,8,-1,38,3,0.2698961937716263,0.048,CELU,AdamW,0.0068284090085858,0.0007050843521921,400,400,0.0005048065716667,3.030271082866393e-05,39,0.2072729934518521,0.2120860119709561,0.2036271505156936,0.2844646914671189,0.2908782252968443,0.2754568425105113,4.697317085438671,4.471350687745402,4.919449559726176,6.251934594344345,6.172903237334002,6.280368707081674,0.3579773877370535,0.3577662983344065,0.3531165039805729,0.4699577792904693,0.4689600129077414,0.4632644126849339,2.576722283214668,3.034385007024552,3.6605636382556312,3.2408807393953465,3.963239407900437,4.534618861852167,1666767540.486678,1666767630.535387,random
221026-075940-0510-torn-side,1,8,8,-1,31,3,0.1799307958477508,0.064,CELU,AdamW,3.698684925501921e-06,0.0007906751700284,400,400,0.0001715437896342,0.0009182542835656,66,0.2653896147951761,0.2719018034614451,0.2583716663494484,0.3643172219749479,0.3722330744649469,0.3487439880244173,6.276784045812016,5.972247125920103,5.940574273490264,8.783773617962005,8.544240792135918,8.015893522766191,0.3803028047559109,0.3791378500156503,0.3751766948215605,0.4977266879168286,0.4964602994806122,0.4901614412517613,2.8769650891939795,3.494241253792905,3.7922068352174527,3.639015653954471,4.379884760931675,5.096351758676026,1666767580.051674,1666767670.773004,random
221026-075943-1753-lean-ruin,1,8,8,-1,444,3,0.0034602076124567,0.424,CELU,AdamW,0.0057984726022949,0.0005417512489211,400,400,0.0006264335366568,0.0025550970903525,87,0.1351128539193054,0.138683753399423,0.1330586110715823,0.1869899610965391,0.1929296248947043,0.1810593199589279,3.221369097883521,3.0422848727095224,3.61455455090822,4.151501069811641,4.134607365987714,4.470810580399572,0.3679565229708029,0.3728623458057781,0.3633730840716082,0.4836265795518664,0.4890416031334447,0.4764015685329479,1.250957172921351,2.3678242985067333,2.674577734388332,1.5597321773652666,3.0201617587836505,3.347709635249879,1666767583.176427,1666767714.115865,random
221026-075949-7017-loud-coat,1,8,8,-1,291,2,0.3823529411764705,0.3399999999999999,CELU,AdamW,1.085182942288268e-06,0.0005704145331326,400,400,0.0115478198468945,0.0007742636826811,75,0.1911025959988343,0.194574518536001,0.1865174408098535,0.2630444130945826,0.2680489767230566,0.2545676115531091,4.125545137507412,4.079797981672269,4.523548093376551,5.434532015226012,5.549840394281928,5.680156502001914,0.3912729844360532,0.3920228904321369,0.3811176097238074,0.5126718611531985,0.5154154325797369,0.4967537383163423,2.2501301705928274,2.931605781658169,3.302650639571504,2.700526116334842,3.578116026026728,4.109630933512228,1666767589.702479,1666767700.300994,random
221026-080030-5401-soft-cost,2,8,8,-1,38,3,0.2698961937716263,0.048,CELU,AdamW,0.0068284090085858,0.0007050843521921,400,400,0.0005048065716667,3.030271082866393e-05,39,0.2143781774920886,0.2082496520461297,0.2189658919038255,0.2962268517532109,0.2907585537426523,0.3021663894392239,4.878566118498783,5.1449426860058285,4.748462485785267,6.730395118993267,6.628679202326981,6.621148994318277,0.3737642982109008,0.3607533341120379,0.3741664031535903,0.4863428073102028,0.4685551049270711,0.4870741892700396,2.067150247973636,2.853537967390636,3.000426541207223,2.6649161615937635,3.59744419677939,3.8840974827576167,1666767630.540789,1666767812.872483,random
221026-080035-5854-some-cost,1,8,8,-1,850,4,0.273356401384083,0.472,CELU,AdamW,4.296710515023028e-05,0.0007639606567896,400,400,0.002689598785575,0.000819559043497,36,0.3220237794558094,0.3298679177085404,0.3150412273719849,0.4270758746729012,0.436007621527033,0.412868783898967,6.015777843291811,5.818009117065736,5.545569889084635,8.194812510549955,8.274658304814988,7.538692277515126,0.449559467750745,0.4480518232746007,0.4467825583864186,0.5832882217591987,0.5821688032045543,0.5754251970491917,1.522418016671814,3.0941527661582846,2.995138427227493,1.9408575592094128,3.933131237651736,3.8368661185288544,1666767635.586091,1666767847.098094,random
221026-080038-0153-dear-heat,2,8,8,-1,539,2,0.4705882352941176,0.16,CELU,AdamW,2.630984825163553e-05,0.0006891117764124,400,400,0.0001240937760751,0.0035938136638046,21,0.2698984895903734,0.2677605320126154,0.2745578448704648,0.3621775845336741,0.3639538676943055,0.3714900727542622,6.869163378816619,7.343947497149628,6.686402428685694,9.73863295838349,9.956216210406955,9.538668204970092,0.5323113338253376,0.5185259238811085,0.533574850360508,0.6997075949476805,0.6780893252007721,0.7022307211935636,1.9614589013449428,2.4792695552708515,3.1242792058784272,2.378104008050728,3.12146033960437,3.783448992809196,1666767638.015827,1666767768.449193,random
221026-080040-2887-able-bike,1,8,8,-1,104,2,0.2352941176470588,0.32,CELU,AdamW,0.0049238826317067,0.0008277532798848,400,400,0.0001539926526059,0.2154434690031882,15,0.5048038877870012,0.5067988792047682,0.4926833722025929,0.662016705200376,0.6705764729167448,0.6441367814466188,14.827007395242862,14.53997968995451,13.02872736966829,18.335033986719907,18.211254480234995,16.07474461631018,0.4852346215448892,0.4830393084969356,0.4771339681687076,0.6333747379768019,0.6326539408147611,0.6198737083162351,2.0493178463368293,3.0899588705360097,3.346890913364561,2.659368822901716,3.779628073445585,4.415738932110656,1666767640.305634,1666767747.656963,random
221026-080042-2953-spry-date,1,8,8,-1,850,4,0.273356401384083,0.472,CELU,AdamW,4.296710515023028e-05,0.0007639606567896,400,400,0.002689598785575,0.000819559043497,36,0.2929742981698726,0.3013560419079739,0.2850040619313529,0.3915241775094003,0.4013296384683307,0.3760183271017824,5.332359807517771,5.504820501563228,5.147973516798969,7.22881546181013,7.745693324581709,6.795487038649633,0.4701206442331072,0.4706747265634137,0.459624148529657,0.6182285586494812,0.6195525865400574,0.59975939091664,2.405987449150297,3.639645951870102,3.3312141660124417,2.968765591469532,4.490320028539227,4.233994837083079,1666767642.591449,1666767766.843454,random
221026-080110-7767-good-army,2,8,8,-1,31,3,0.1799307958477508,0.064,CELU,AdamW,3.698684925501921e-06,0.0007906751700284,400,400,0.0001715437896342,0.0009182542835656,66,0.2726361715802007,0.2685318481450532,0.2777282268107581,0.3725555216643542,0.3710899185024564,0.3811877637466999,6.609804021843034,7.265765977809981,6.478918045532184,9.411413557747707,9.75554741841792,9.354567294373496,0.3658258014239793,0.3544647071344173,0.3638949583047036,0.477367021794314,0.4622456932416889,0.4749846890629063,2.446863903226689,2.899138932888951,3.0804940866412283,3.105107627372292,3.633701654174708,3.928488998628222,1666767670.777311,1666767784.309271,random
221026-080140-3063-fair-team,2,8,8,-1,291,2,0.3823529411764705,0.3399999999999999,CELU,AdamW,1.085182942288268e-06,0.0005704145331326,400,400,0.0115478198468945,0.0007742636826811,75,0.1943823360069396,0.1895577861584121,0.1981108782696045,0.2651812818310609,0.264587446971652,0.2733276294413464,3.87290960051168,4.058183158695505,4.035159110712125,5.110077169298797,5.076082410002403,5.343690051728489,0.3954567082941144,0.3869829776591064,0.3949452629299874,0.5185719741888936,0.508127801152816,0.5183199933224245,1.357788863737086,2.5937766520249474,2.738159274161758,1.737991924672065,3.2730007298373307,3.3850924947041814,1666767700.307,1666767801.989228,random
221026-080142-5801-neat-duty,1,8,8,-1,551,3,0.0934256055363321,0.408,CELU,AdamW,1.161686005044064e-05,0.0009606939186899,400,400,0.0018434229924091,1.4065272421052364e-06,52,0.1649545044709209,0.1685705558004993,0.1618200567284696,0.229762086133166,0.2338386655730111,0.2223438675071223,3.782262974582685,3.720014532029168,4.192270621177393,4.925910685920288,4.908318456736339,5.211327993918767,0.3826968201908552,0.3825943382058068,0.3706985851063094,0.5052129849824452,0.5054905443189146,0.4875110501655134,1.6075827970389045,2.584974022001949,2.771967512921729,1.9526774692697983,3.161260143016508,3.530981968632829,1666767702.681924,1666767820.84073,random
221026-080146-0669-torn-ride,2,8,8,-1,25,2,0.0899653979238754,0.08,CELU,AdamW,0.0018461721249909,0.0008866559335147,400,400,0.0002942727176209,0.0278255940220712,79,0.2235744085735936,0.219584351949665,0.2290046822492001,0.3050009077123526,0.3031930925471437,0.3126036930616716,5.613936184736814,5.857156991134504,5.286251061591434,7.73136808550366,7.691601183300423,7.496840084700668,0.3489057225978011,0.3394298789284212,0.3492415093170017,0.4544942454609356,0.4440736003071313,0.4577538822629454,1.7920826368686489,2.6677232723234257,2.695038499186754,2.295481585821434,3.4187249721347803,3.440248338532092,1666767706.067349,1666767904.905452,random
221026-080154-1205-lone-hurt,2,8,8,-1,444,3,0.0034602076124567,0.424,CELU,AdamW,0.0057984726022949,0.0005417512489211,400,400,0.0006264335366568,0.0025550970903525,87,0.1345713941476571,0.1325974772726317,0.1384508929284688,0.1854992985847215,0.1871396064024182,0.1940446545820345,3.3759845008560063,3.2129458783362264,3.173222527528107,4.3307984485175375,4.01692266817876,4.304264209230969,0.3704610648944723,0.3640244667757366,0.3741341708808629,0.4858057863502623,0.4775017045240837,0.4910302333260171,1.1853337978248464,2.485358599857922,2.735461306170535,1.5896646181561696,3.145761104663444,3.440876276080782,1666767714.121137,1666767834.274486,random
221026-080227-6616-real-cost,2,8,8,-1,104,2,0.2352941176470588,0.32,CELU,AdamW,0.0049238826317067,0.0008277532798848,400,400,0.0001539926526059,0.2154434690031882,15,0.4761230317098023,0.4694670029986026,0.4788778899742387,0.6268874778762531,0.6184863176780843,0.635884133445935,12.97867777503606,14.145883958413924,13.286280496534854,16.782594769746535,17.91710146683276,17.27664460224274,0.4595175427743597,0.4473065906630482,0.4604091187692778,0.6021494380249174,0.5837870440571014,0.6051507184241487,1.4477140945623437,2.2720506227596844,2.904453505900042,1.8767785765827765,2.907194717991469,3.606207693277822,1666767747.662287,1666767992.90257,random
221026-080246-8477-soft-hunt,2,8,8,-1,850,4,0.273356401384083,0.472,CELU,AdamW,4.296710515023028e-05,0.0007639606567896,400,400,0.002689598785575,0.000819559043497,36,0.3155150223202086,0.3129864026887627,0.3211721550427956,0.416828123381355,0.4160114404243896,0.4251700119925413,6.200733674202252,6.595937287722403,6.296733811986751,8.354224893724789,8.924668339868578,8.631777341077882,0.4956759625372881,0.4782261148343914,0.4927130424226851,0.647666803604341,0.6250789578803322,0.6430437827727303,1.8218494614456169,3.037020255908705,3.1329764186025693,2.3602279738143315,3.8010114696905326,4.083401570081115,1666767766.848303,1666768013.529327,random
221026-080248-4554-tame-head,3,8,8,-1,539,2,0.4705882352941176,0.16,CELU,AdamW,2.630984825163553e-05,0.0006891117764124,400,400,0.0001240937760751,0.0035938136638046,21,0.2727627188016457,0.2724717449766881,0.2689409225404218,0.3658017232685297,0.3589516977421391,0.3635698110525591,6.945693165914582,6.705651600820984,7.482837157542325,9.802095806629062,9.392992812950904,10.153590806864097,0.5475245847628358,0.5589735065013081,0.5326223853534776,0.7165354463447756,0.7287039605169686,0.6963904824563323,2.459814280712244,3.13070283812287,2.856227949002632,3.012203582084315,3.820683416528947,3.6676874774757167,1666767768.455926,1666767857.715267,random
221026-080304-3152-thin-will,3,8,8,-1,31,3,0.1799307958477508,0.064,CELU,AdamW,3.698684925501921e-06,0.0007906751700284,400,400,0.0001715437896342,0.0009182542835656,66,0.2716676424099963,0.270799283492951,0.2676762480794035,0.3706699254444806,0.3637152076432435,0.3685920826690567,6.7411659917152615,6.3237644743511865,7.319393324350984,9.58082959949722,8.918263326949877,9.924921187930927,0.3840287817996201,0.3887142308347988,0.3735929194853241,0.5019078754705244,0.5061169200438367,0.4887353004327264,2.632334857832152,3.386345189849186,3.20954836114106,3.360872781444458,4.03233419289517,3.964235206175338,1666767784.315923,1666767858.982935,random
221026-080321-9945-sick-stop,3,8,8,-1,291,2,0.3823529411764705,0.3399999999999999,CELU,AdamW,1.085182942288268e-06,0.0005704145331326,400,400,0.0115478198468945,0.0007742636826811,75,0.206050646895107,0.2066190610730827,0.2005160862806033,0.2804105540954216,0.2786941828240718,0.2746261101936958,4.585587973807226,4.514724847048523,5.040166318145532,6.116235874490447,6.021221322407379,6.319136621829445,0.4158474726920639,0.421047218550117,0.4024015366973705,0.5477975785967277,0.55493454562457,0.5304860371127071,1.6573936691471105,2.687020006166542,2.71639994229286,2.1312721981285416,3.433709627326832,3.423205838778413,1666767801.995093,1666767909.810617,random
221026-080332-8773-rosy-mate,3,8,8,-1,38,3,0.2698961937716263,0.048,CELU,AdamW,0.0068284090085858,0.0007050843521921,400,400,0.0005048065716667,3.030271082866393e-05,39,0.2110110393623968,0.2114790860660427,0.2051860358223242,0.2892188808964017,0.2869646356716159,0.284246299200062,5.0313427476539685,4.890284492750483,5.410728814913053,6.852318596531668,6.756452619292933,6.904092454378553,0.3644478082915673,0.369818473830497,0.3537566408596749,0.4778412911093225,0.4831736885871751,0.4639526400637409,2.718102379213464,3.38102354847468,3.458759036573097,3.517412833542484,4.112818636489991,4.2690089547601575,1666767812.877874,1666767884.075583,random
221026-080340-8447-soft-gold,2,8,8,-1,551,3,0.0934256055363321,0.408,CELU,AdamW,1.161686005044064e-05,0.0009606939186899,400,400,0.0018434229924091,1.4065272421052364e-06,52,0.1688262807036683,0.1650732459214085,0.1721351727030777,0.2333511571649988,0.23166009878892,0.2392193144954164,3.8248975042414415,3.918496742582176,3.786681728188319,4.977391938561014,4.872676388869607,4.999800706227016,0.3773563011788132,0.366351770117217,0.3801490145937932,0.4943171419790123,0.4801709820935878,0.4988966277531204,1.4103254938758545,2.495411147692923,2.840927591338008,1.6652380844126549,3.093578163343252,3.510281442353595,1666767820.845378,1666767954.177951,random
221026-080354-2781-used-code,3,8,8,-1,444,3,0.0034602076124567,0.424,CELU,AdamW,0.0057984726022949,0.0005417512489211,400,400,0.0006264335366568,0.0025550970903525,87,0.1339431819318092,0.1358188006835158,0.1310920854328008,0.1843618413601223,0.1849519298046435,0.1833850008613392,3.184435180825503,3.352638989681004,3.2766285525775984,4.263379586285717,4.337983169947709,4.19073129656508,0.3491648484255096,0.3513940242279963,0.3412838116127219,0.4559421226639935,0.4581089994335829,0.4447913443187375,1.306511521432287,2.428017887820738,2.4510359780331203,1.69087361015423,3.079897316012244,2.9518836385463625,1666767834.278689,1666767935.359618,random
221026-080407-1027-busy-deal,2,8,8,-1,850,4,0.273356401384083,0.472,CELU,AdamW,4.296710515023028e-05,0.0007639606567896,400,400,0.002689598785575,0.000819559043497,36,0.2806627777832426,0.2777736540941161,0.2881268257068867,0.3728676812116087,0.3717481289309594,0.3823868723244851,5.041564691553532,5.484003892684008,5.292439021793093,6.806128853779379,7.352641024714862,7.387455202967508,0.4949591968049622,0.4807613334519656,0.4951078213024895,0.6422136739731275,0.6220294181509769,0.6416341536646866,1.5295171340063032,2.715868199221101,3.221941779757972,1.9372768699027123,3.494230897770933,4.286935320702665,1666767847.10328,1666768072.088096,random
221026-080417-7210-easy-burn,4,8,8,-1,539,2,0.4705882352941176,0.16,CELU,AdamW,2.630984825163553e-05,0.0006891117764124,400,400,0.0001240937760751,0.0035938136638046,21,0.2713335289483139,0.2698854332109294,0.2706981494345193,0.3654839592803927,0.3591910955245233,0.3574497149168525,7.063216501740457,7.291136092973885,6.828115996326646,9.938006379112911,10.03793690281532,9.535817389167727,0.5387854189770854,0.5450451900388051,0.5516508825257572,0.7058760439872436,0.7189086496349407,0.7210025689521753,1.7022726640521548,2.4890344733326675,2.6109045144714367,2.127861207469808,3.0727890178578625,3.23815331558754,1666767857.721491,1666767994.037691,random
221026-080418-9876-tame-pack,4,8,8,-1,31,3,0.1799307958477508,0.064,CELU,AdamW,3.698684925501921e-06,0.0007906751700284,400,400,0.0001715437896342,0.0009182542835656,66,0.2647639836046096,0.2642285448352752,0.263548014597955,0.3640051410793318,0.358674302689658,0.3567477853285095,6.46695586696984,6.611249733555022,5.9369591494165554,9.106345151678404,9.182271130129829,8.419993520375117,0.3852103697250301,0.386761259472618,0.392253046746963,0.5016126020970562,0.5054291947183691,0.5093035359856715,2.657764976783207,3.1953001151979925,3.2377779301564007,3.343014975132004,3.945350063175847,3.943661165694022,1666767858.988146,1666767927.924426,random
221026-080444-0800-wary-stop,4,8,8,-1,38,3,0.2698961937716263,0.048,CELU,AdamW,0.0068284090085858,0.0007050843521921,400,400,0.0005048065716667,3.030271082866393e-05,39,0.2089723874528453,0.2064728064824139,0.2099427906054067,0.288010368017086,0.2813547799854708,0.2860144576493272,4.906196462404067,4.9897418576931925,4.863704737883214,6.6260384004759,6.6461174291106495,6.604596476547103,0.3687917541539293,0.3692766550140629,0.3745894101873611,0.4833225094659487,0.4864574740620386,0.4901550680614198,2.572260816083406,3.0627526084839656,3.1904533060002844,3.2627525451131025,3.779887198627289,3.812188830912222,1666767884.080669,1666767968.421914,random
221026-080504-9099-easy-desk,3,8,8,-1,25,2,0.0899653979238754,0.08,CELU,AdamW,0.0018461721249909,0.0008866559335147,400,400,0.0002942727176209,0.0278255940220712,79,0.2216561410677675,0.2230925643479895,0.216616760516359,0.3057931327808515,0.3035822395590454,0.3029415316132154,5.311733528683549,5.175726010377797,5.679399479779345,7.356432492246005,7.163443927554212,7.507822694909869,0.354172719517608,0.357732206964585,0.3446742020002924,0.4603410567974685,0.4634331737135791,0.4478017230425241,2.018390603450792,2.865550341250431,2.812441079524411,2.5732980971846824,3.513171646056384,3.45940377493048,1666767904.910368,1666768016.822172,random
221026-080509-8162-some-mine,4,8,8,-1,291,2,0.3823529411764705,0.3399999999999999,CELU,AdamW,1.085182942288268e-06,0.0005704145331326,400,400,0.0115478198468945,0.0007742636826811,75,0.1946811406798668,0.1934491841509514,0.1963582942041704,0.2671770249217676,0.2641136508311817,0.2681516354420231,3.836698056413447,3.888631385938369,3.883932056886343,5.090125636189764,5.117611569605952,5.060631617443194,0.3325914701013774,0.3331008876187651,0.3357385413015974,0.4316547850003051,0.4351216179767762,0.4354042991477209,1.9505211073201805,3.0351151875346782,3.013596822801988,2.48551474468654,3.8483747892910105,3.658546137976212,1666767909.816944,1666767969.347552,random
